,Year,Country,Area,Day Time,Fatal,Type
485,2014,USA,Hawaii,Morning,N,Unprovoked
486,2014,AUSTRALIA,New South Wales,Morning,N,Unprovoked
487,2014,USA,South Carolina,,N,Unprovoked
488,2014,USA,Florida,Afternoon,N,Unprovoked
489,2014,AUSTRALIA,Western Australia,Afternoon,N,
490,2014,USA,Florida,Morning,N,Unprovoked
491,2014,USA,Florida,Afternoon,N,Unprovoked
492,2014,USA,Florida,Morning,N,Unprovoked
493,2014,USA,California,Afternoon,N,
494,2014,USA,California,Morning,N,
495,2014,USA,California,Afternoon,N,Unprovoked
496,2014,AUSTRALIA,Western Australia,Morning,N,Unprovoked
497,2014,USA,Florida,Morning,N,Unprovoked
498,2014,FRENCH POLYNESIA,Moorea,,N,Unprovoked
499,2014,USA,California,Evening,Unknown,
500,2014,AUSTRALIA,New South Wales,Morning,Y,Unprovoked
501,2014,USA,Alabama,Afternoon,N,Unprovoked
502,2014,USA,Massachusetts,Evening,N,
503,2014,USA,Florida,Evening,N,Provoked
504,2014,SPAIN,Catalonia,,N,Unprovoked
505,2014,USA,Florida,Afternoon,N,Unprovoked
506,2014,USA,Florida,,N,Unprovoked
507,2014,USA,Florida,Afternoon,Unknown,
508,2014,USA,Maryland,,N,Provoked
509,2014,SPAIN,Alicante,,N,Unprovoked
510,2014,USA,North Carolina,,N,Unprovoked
511,2014,USA,South Carolina,Afternoon,N,Unprovoked
512,2014,USA,Florida,,N,Provoked
513,2014,USA,North Carolina,,N,Unprovoked
514,2014,AUSTRALIA,Western Australia,,N,Unprovoked
515,2014,USA,Florida,Morning,N,Unprovoked
516,2014,USA,Florida,,N,Unprovoked
517,2014,BAHAMAS,,,N,Unprovoked
518,2014,USA,Florida,Afternoon,N,Unprovoked
519,2014,USA,Louisiana,Afternoon,N,Unprovoked
520,2014,USA,South Carolina,Afternoon,N,Unprovoked
521,2014,USA,Florida,,N,Unprovoked
522,2014,USA,Florida,,N,Unprovoked
523,2014,USA,Florida,Afternoon,N,Unprovoked
524,2014,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
525,2014,,,,Unknown,
526,2014,USA,North Carolina,,N,Unprovoked
527,2014,REUNION,Saint-Leu,Afternoon,N,Unprovoked
528,2014,USA,Florida,,N,Unprovoked
529,2014,SPAIN,Canary Islands,,N,Unprovoked
530,2014,USA,Hawaii,Afternoon,N,Unprovoked
531,2014,USA,Florida,Afternoon,N,Unprovoked
532,2014,BAHAMAS,West End,Night,Unknown,
533,2014,USA,North Carolina,,N,Unprovoked
534,2014,USA,Florida,Afternoon,N,Unprovoked
535,2014,USA,California,Morning,N,Provoked
536,2014,USA,California,,N,Unprovoked
537,2014,USA,South Carolina,,N,Unprovoked
538,2014,ST. MARTIN,,,N,
539,2014,BAHAMAS,Abaco Islands,Afternoon,N,Unprovoked
540,2014,AUSTRALIA,South Australia,Afternoon,N,Unprovoked
541,2014,AUSTRALIA,South Australia,Afternoon,N,Unprovoked
542,2014,AUSTRALIA,Western Australia,,N,Provoked
543,2014,BRAZIL,,,N,Unprovoked
544,2014,USA,Delaware,Afternoon,N,Unprovoked
545,2014,AUSTRALIA,South Australia,Morning,N,Unprovoked
546,2014,JAPAN,Atsumi peninsula,Afternoon,N,Unprovoked
547,2014,USA,Texas,Afternoon,N,Unprovoked
548,2014,USA,Florida,Afternoon,N,Unprovoked
549,2014,AUSTRALIA,New South Wales,Morning,N,Unprovoked
550,2014,USA,Palmyra Atoll,,N,Unprovoked
551,2014,AUSTRALIA,Queensland,,N,Unprovoked
552,2014,FRANCE,Wallis and Futuna,Morning,N,Unprovoked
553,2014,AUSTRALIA,New South Wales,,N,Provoked
554,2014,USA,Florida,Morning,N,Unprovoked
555,2014,AUSTRALIA,South Australia,Morning,N,Unprovoked
556,2014,USA,Florida,Morning,N,Unprovoked
557,2014,USA,Georgia,,N,Unprovoked
558,2014,USA,Florida,,Unknown,
559,2014,USA,South Carolina,Afternoon,N,Unprovoked
560,2014,SOUTH AFRICA,Western Cape Province,,N,Unprovoked
561,2014,USA,Florida,Afternoon,N,Unprovoked
562,2014,AUSTRALIA,Western Australia,,N,Unprovoked
563,2014,USA,Florida,Afternoon,N,Unprovoked
564,2014,USA,Florida,Morning,N,Unprovoked
565,2014,SOUTH AFRICA,,,N,
566,2014,SOUTH AFRICA,Eastern Cape Province,Morning,N,Provoked
567,2014,USA,Florida,Afternoon,N,Unprovoked
568,2014,USA,Florida,Afternoon,N,Unprovoked
569,2014,AUSTRALIA,New South Wales,Morning,Y,Unprovoked
570,2014,AUSTRALIA,Western Australia,Afternoon,Unknown,
571,2014,SOUTH AFRICA,Eastern Cape Province,Afternoon,Y,Unprovoked
572,2014,USA,Florida,,N,Unprovoked
573,2014,USA,Florida,,N,Unprovoked
574,2014,NEW CALEDONIA,Baie de Sainte-Marie,Afternoon,N,Unprovoked
575,2014,AUSTRALIA,Victoria,Morning,N,Unprovoked
576,2014,AUSTRALIA,New South Wales,Afternoon,Unknown,
577,2014,AUSTRALIA,New South Wales,Evening,N,Unprovoked
578,2014,CAYMAN ISLANDS,,,Unknown,
579,2014,USA,Florida,,N,Unprovoked
580,2014,FRENCH POLYNESIA,Society Islands,Afternoon,N,Unprovoked
581,2014,PAPUA NEW GUINEA,,Night,N,
582,2014,AUSTRALIA,South Australia,Afternoon,Y,Unprovoked
583,2014,TRINIDAD & TOBAGO,Trinidad,,N,Provoked
584,2014,NEW ZEALAND,South Island,Evening,N,Unprovoked
585,2014,AUSTRALIA,New South Wales,,N,Provoked
586,2014,NEW ZEALAND,South Island,,N,Unprovoked
587,2014,JAPAN,Okinawa Prefecture,,N,
588,2014,USA,Hawaii,,N,Unprovoked
589,2014,NEW ZEALAND,,,N,
590,2013,NEW CALEDONIA,North Province,Morning,N,Unprovoked
591,2013,SOUTH AFRICA,Western Cape Province,Morning,N,Unprovoked
592,2013,KIRIBATI,740 miles SE of Tarawa Atoll,,N,Unprovoked
593,2013,USA,Hawaii,Morning,N,Unprovoked
594,2013,USA,Florida,Afternoon,N,Unprovoked
595,2013,AUSTRALIA,New South Wales,Evening,N,Unprovoked
596,2013,USA,Hawaii,Morning,Y,Unprovoked
597,2013,AUSTRALIA,New South Wales,Afternoon,Y,Unprovoked
598,2013,USA,Hawaii,Afternoon,N,Unprovoked
599,2013,AUSTRALIA,Western Australia,Morning,Y,Unprovoked
600,2013,USA,Oregon,Morning,N,Unprovoked
601,2013,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
602,2013,BAHAMAS,,Morning,N,Provoked
603,2013,USA,New Jersey,Afternoon,N,Unprovoked
604,2013,USA,Florida,,N,Unprovoked
605,2013,USA,Hawaii,Afternoon,N,Unprovoked
606,2013,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
607,2013,REUNION,d��tang-Sal�,Afternoon,N,Unprovoked
608,2013,AUSTRALIA,Western Australia,Morning,N,Unprovoked
609,2013,AUSTRALIA,New South Wales,Evening,N,Unprovoked
610,2013,USA,Hawaii,Afternoon,N,Unprovoked
611,2013,USA,Hawaii,Morning,N,Unprovoked
612,2013,USA,Florida,Afternoon,N,Unprovoked
613,2013,SOUTH AFRICA,Eastern Cape Province,Morning,Y,Unprovoked
614,2013,AUSTRALIA,Western Australia,Morning,N,Unprovoked
615,2013,USA,California,Morning,N,Unprovoked
616,2013,USA,Florida,Afternoon,N,Unprovoked
617,2013,USA,Florida,Morning,N,Unprovoked
618,2013,ISRAEL,Southern District,Morning,N,Unprovoked
619,2013,USA,Florida,Morning,N,Unprovoked
620,2013,USA,Florida,Afternoon,N,Unprovoked
621,2013,USA,Florida,Morning,N,Unprovoked
622,2013,USA,Florida,Afternoon,N,Unprovoked
623,2013,USA,Florida,Afternoon,N,Unprovoked
624,2013,USA,South Carolina,,Unknown,Unprovoked
625,2013,USA,Florida,Afternoon,N,Provoked
626,2013,USA,Florida,Afternoon,N,Unprovoked
627,2013,USA,Florida,Afternoon,N,Unprovoked
628,2013,USA,Florida,,N,Provoked
629,2013,BAHAMAS,,,N,Unprovoked
630,2013,USA,Florida,Afternoon,N,Unprovoked
631,2013,BAHAMAS,,,N,Unprovoked
632,2013,USA,California,Evening,N,Unprovoked
633,2013,USA,California,,Unknown,
634,2013,FRANCE,Bay of Biscay,Evening,N,Provoked
635,2013,USA,Florida,Afternoon,N,Unprovoked
636,2013,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
637,2013,USA,Hawaii,Afternoon,N,Unprovoked
638,2013,USA,California,Afternoon,N,Unprovoked
639,2013,USA,Hawaii,Afternoon,Y,Unprovoked
640,2013,USA,Hawaii,Afternoon,N,Unprovoked
641,2013,USA,South Carolina,Afternoon,N,Unprovoked
642,2013,SOUTH AFRICA,,,N,Unprovoked
643,2013,USA,Florida,Afternoon,N,Unprovoked
644,2013,USA,Hawaii,Morning,N,Unprovoked
645,2013,USA,South Carolina,,N,Unprovoked
646,2013,BAHAMAS,Abaco Islands,Afternoon,N,Unprovoked
647,2013,MEXICO,Quintana Roo,Morning,N,Unprovoked
648,2013,USA,Hawaii,Afternoon,N,Unprovoked
649,2013,BAHAMAS,Exuma Islands,Afternoon,N,Unprovoked
650,2013,BAHAMAS,Abaco Islands,Morning,N,Unprovoked
651,2013,BRAZIL,Pernambuco,Afternoon,Y,Unprovoked
652,2013,USA,Alabama,Afternoon,N,Unprovoked
653,2013,USA,Florida,,N,Unprovoked
654,2013,REUNION,Saint-Paul,Afternoon,Y,Unprovoked
655,2013,DIEGO GARCIA,,,Y,Unprovoked
656,2013,USA,North Carolina,Afternoon,N,Unprovoked
657,2013,SPAIN,Catalonia,,Unknown,
658,2013,AUSTRALIA,Victoria,,N,Unprovoked
659,2013,TAIWAN,Taitung ,,N,Unprovoked
660,2013,JAMAICA,Kingston Parish,,Unknown,
661,2013,USA,California,Afternoon,N,
662,2013,USA,Florida,,N,Unprovoked
663,2013,USA,South Carolina,Afternoon,N,Unprovoked
664,2013,USA,Hawaii,Afternoon,N,Unprovoked
665,2013,USA,Texas,Afternoon,N,Unprovoked
666,2013,SOUTH AFRICA,Eastern Cape Province,Morning,N,Unprovoked
667,2013,USA,Florida,,N,Unprovoked
668,2013,USA,South Carolina,Afternoon,N,Unprovoked
669,2013,USA,Florida,,N,Provoked
670,2013,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
671,2013,USA,Hawaii,,N,Unprovoked
672,2013,USA,Florida,Afternoon,N,Unprovoked
673,2013,BRAZIL,Pernambuco,,Y,Unprovoked
674,2013,PALESTINIAN TERRITORIES,,Evening,N,Provoked
675,2013,ECUADOR,Santa Cruz Island,Afternoon,N,Unprovoked
676,2013,USA,California,,Unknown,
677,2013,REUNION,Saint-Gilles,Morning,Y,Unprovoked
678,2013,USA,Florida,Morning,N,Unprovoked
679,2013,AUSTRALIA,New South Wales,,N,Provoked
680,2013,MEXICO,Quintana Roo,Afternoon,N,Unprovoked
681,2013,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
682,2013,USA,Florida,Morning,N,Unprovoked
683,2013,SOUTH AFRICA,Western Cape Province,,N,Unprovoked
684,2013,USA,Florida,Afternoon,N,Unprovoked
685,2013,GUAM,,,Y,Unprovoked
686,2013,FRENCH POLYNESIA,Tuamotus,Afternoon,N,Unprovoked
687,2013,USA,Florida,,N,Unprovoked
688,2013,AUSTRALIA,Western Australia,,Unknown,
689,2013,USA,Hawaii,Morning,N,Unprovoked
690,2013,AUSTRALIA,New South Wales,,Unknown,
691,2013,SEYCHELLES,,,N,Unprovoked
692,2013,BELIZE,,,N,Unprovoked
693,2013,BAHAMAS,Eleuthera,,N,Unprovoked
694,2013,SOUTH AFRICA,Western Cape Province,Morning,N,Provoked
695,2013,SOUTH AFRICA,Western Cape Province,,N,Unprovoked
696,2013,JAMAICA,St. Catherine,Morning,Y,Unprovoked
697,2013,AUSTRALIA,Western Australia,Morning,N,Unprovoked
698,2013,PHILIPPINES,Palawan,,N,Unprovoked
699,2013,SOUTH AFRICA,Eastern Cape Province,,N,Unprovoked
700,2013,NEW ZEALAND,North Island,Afternoon,Y,Unprovoked
701,2013,USA,Hawaii,Evening,N,Unprovoked
702,2013,USA,Hawaii,Evening,N,Unprovoked
703,2013,USA,Florida,Afternoon,N,Unprovoked
704,2013,FRENCH POLYNESIA,Society Islands,,N,Unprovoked
705,2013,JAMAICA,Kingston Parish,,N,Unprovoked
706,2013,AUSTRALIA,Victoria,,N,
707,2013,AUSTRALIA,Queensland,,N,Unprovoked
708,2013,AUSTRALIA,Queensland,,Unknown,
709,2013,USA,Hawaii,Afternoon,N,Unprovoked
710,2013,NEW ZEALAND,Mercury Islands,,N,Unprovoked
711,2013,AUSTRALIA,Western Australia,Morning,N,Unprovoked
712,2012,USA,Florida,Afternoon,N,Unprovoked
713,2012,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
714,2012,AUSTRALIA,New South Wales,Morning,N,Unprovoked
715,2012,SOUTH AFRICA,Eastern Cape Province,,Y,Unprovoked
716,2012,AUSTRALIA,Western Australia,Morning,N,Unprovoked
717,2012,USA,Hawaii,Afternoon,N,Unprovoked
718,2012,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
719,2012,NEW ZEALAND,South Island,,N,Unprovoked
720,2012,USA,Hawaii,Morning,N,Unprovoked
721,2012,AUSTRALIA,Queensland,Afternoon,Unknown,
722,2012,MEXICO,Sinaloa,Morning,Y,Unprovoked
723,2012,USA,Florida,Afternoon,N,Unprovoked
724,2012,USA,Hawaii,Morning,N,Unprovoked
725,2012,USA,Hawaii,Morning,N,Unprovoked
726,2012,USA,California,Afternoon,N,Unprovoked
727,2012,USA,Hawaii,Afternoon,N,Unprovoked
728,2012,USA,California,Morning,Y,Unprovoked
729,2012,USA,Florida,,N,Unprovoked
730,2012,USA,Florida,Morning,N,Unprovoked
731,2012,USA,Hawaii,Morning,N,Unprovoked
732,2012,USA,Florida,Afternoon,Unknown,
733,2012,NIGERIA,Delta,,N,Unprovoked
734,2012,USA,California,Evening,N,Unprovoked
735,2012,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
736,2012,USA,Florida,Afternoon,N,Unprovoked
737,2012,USA,Florida,Afternoon,N,Unprovoked
738,2012,USA,Florida,Afternoon,N,Unprovoked
739,2012,TONGA,Vava'u,,N,Unprovoked
740,2012,USA,Florida,Afternoon,N,Unprovoked
741,2012,USA,Florida,Afternoon,N,Unprovoked
742,2012,USA,Florida,Afternoon,N,Unprovoked
743,2012,USA,Florida,,N,Unprovoked
744,2012,USA,Florida,Morning,N,Unprovoked
745,2012,USA,Florida,Morning,N,Unprovoked
746,2012,USA,Florida,Evening,N,Unprovoked
747,2012,USA,Hawaii,Afternoon,N,Provoked
748,2012,USA,Florida,Afternoon,N,Unprovoked
749,2012,SCOTLAND,Inner Hebrides,,N,Provoked
750,2012,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
751,2012,BRAZIL,Pernambuco,Afternoon,Y,Unprovoked
752,2012,USA,Alabama,,N,Unprovoked
753,2012,AUSTRALIA,Western Australia,Afternoon,N,
754,2012,USA,Florida,Afternoon,N,Unprovoked
755,2012,REUNION,Saint Leu,Afternoon,N,Unprovoked
756,2012,FRENCH POLYNESIA,Tuamotus,,N,Unprovoked
757,2012,USA,California,Morning,N,Unprovoked
758,2012,AUSTRALIA,South Australia,Afternoon,N,Unprovoked
759,2012,USA,Hawaii,Afternoon,N,Unprovoked
760,2012,USA,Massachusetts,Afternoon,N,Unprovoked
761,2012,USA,North Carolina,Morning,Unknown,
762,2012,REUNION,Trois-Bassins,Afternoon,Y,Unprovoked
763,2012,TRINIDAD & TOBAGO,Trinidad,,Unknown,
764,2012,CANADA,British Colombia,,Unknown,
765,2012,AUSTRALIA,Western Australia,Morning,Y,Unprovoked
766,2012,USA,North Carolina,Afternoon,N,Unprovoked
767,2012,BAHAMAS,Eleuthera,,N,Unprovoked
768,2012,AUSTRALIA,Victoria,Afternoon,Unknown,
769,2012,USA,California,Morning,N,
770,2012,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
771,2012,CROATIA,,,Unknown,
772,2012,USA,Florida,Evening,N,Unprovoked
773,2012,USA,Florida,Afternoon,N,Unprovoked
774,2012,USA,Hawaii,Morning,N,Unprovoked
775,2012,AUSTRALIA,Tasmania,,N,Unprovoked
776,2012,USA,Florida,Afternoon,N,Unprovoked
777,2012,AUSTRALIA,Western Australia,Morning,N,Unprovoked
778,2012,USA,South Carolina,,Unknown,
779,2012,USA,North Carolina,Morning,N,Unprovoked
780,2012,USA,Florida,Afternoon,N,Provoked
781,2012,USA,South Carolina,Afternoon,N,Unprovoked
782,2012,USA,South Carolina,Afternoon,N,Unprovoked
783,2012,USA,South Carolina,Afternoon,N,Unprovoked
784,2012,USA,South Carolina,Afternoon,N,Unprovoked
785,2012,AUSTRALIA,Victoria,Morning,N,Unprovoked
786,2012,ITALY,Sardinia,Morning,Unknown,Provoked
787,2012,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
788,2012,USA,Florida,,N,Unprovoked
789,2012,USA,South Carolina,Evening,N,Unprovoked
790,2012,USA,North Carolina,Afternoon,N,Unprovoked
791,2012,MEXICO,Guerrero,Morning,N,Unprovoked
792,2012,USA,Florida,Afternoon,N,Unprovoked
793,2012,USA,Hawaii,Morning,N,
794,2012,FIJI,,,N,Unprovoked
795,2012,USA,California,Afternoon,N,
796,2012,USA,Florida,Morning,N,Unprovoked
797,2012,USA,California,Morning,N,Unprovoked
798,2012,USA,Florida,Evening,N,Unprovoked
799,2012,SOUTH AFRICA,Western Cape Province,Afternoon,Y,Unprovoked
800,2012,AUSTRALIA,South Australia,,N,
801,2012,USA,Hawaii,Afternoon,N,Unprovoked
802,2012,USA,Florida,,N,Unprovoked
803,2012,AUSTRALIA,Western Australia,Morning,Y,Unprovoked
804,2012,USA,Florida,Afternoon,N,Unprovoked
805,2012,AUSTRALIA,Western Australia,Night,N,
806,2012,AUSTRALIA,Queensland,Afternoon,N,Unprovoked
807,2012,USA,Florida,Afternoon,N,Unprovoked
808,2012,USA,Florida,Afternoon,N,Unprovoked
809,2012,USA,Florida,Afternoon,N,Unprovoked
810,2012,NEW ZEALAND,North Island,Evening,N,Unprovoked
811,2012,AUSTRALIA,Victoria,Morning,N,Provoked
812,2012,REUNION,Saint-Benoit,Afternoon,N,Unprovoked
813,2012,USA,Florida,Afternoon,N,Unprovoked
814,2012,SAUDI ARABIA,Tabuk Province,,Unknown,
815,2012,CHILE,Antofagasta Province,,N,Provoked
816,2012,USA,Florida,Afternoon,N,Provoked
817,2012,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
818,2012,SOUTH AFRICA,Western Cape Province,,N,
819,2012,AUSTRALIA,Queensland,Afternoon,N,Unprovoked
820,2012,USA,Hawaii,Morning,N,Unprovoked
821,2012,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
822,2012,BAHAMAS,,,N,Unprovoked
823,2012,TAIWAN,Taitung ,,N,Provoked
824,2012,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
825,2012,SOUTH AFRICA,Eastern Cape Province,Afternoon,Y,Unprovoked
826,2012,USA,Oregon,,N,Unprovoked
827,2012,AUSTRALIA,New South Wales,Evening,N,Unprovoked
828,2012,AUSTRALIA,Queensland,Morning,N,Unprovoked
829,2011,USA,Florida,Evening,N,Unprovoked
830,2011,ANTIGUA,St John's,,Unknown,
831,2011,ECUADOR,Santa Elena,Evening,N,Unprovoked
832,2011,USA,Florida,Afternoon,N,Unprovoked
833,2011,USA,Hawaii,,N,Provoked
834,2011,SOUTH AFRICA,Eastern Cape Province,,N,
835,2011,AUSTRALIA,New South Wales,Night,N,Unprovoked
836,2011,SOUTH AFRICA,KwaZulu-Natal,,Unknown,
837,2011,AUSTRALIA,New South Wales,,N,Unprovoked
838,2011,USA,Oregon,Morning,N,Unprovoked
839,2011,AUSTRALIA,Queensland,,Unknown,
840,2011,AUSTRALIA,New South Wales,Morning,N,Unprovoked
841,2011,INDONESIA,Bali,Afternoon,N,Unprovoked
842,2011,AUSTRALIA,Queensland,Afternoon,N,Unprovoked
843,2011,USA,California,,N,
844,2011,PAPUA NEW GUINEA,East New Britain,,N,Unprovoked
845,2011,BRAZIL,Pernambuco,,N,Unprovoked
846,2011,REUNION,Bois-Blanc ,Morning,N,Unprovoked
847,2011,USA,California,,N,Unprovoked
848,2011,SCOTLAND,Moray,,N,Unprovoked
849,2011,SOUTH AFRICA,KwaZulu-Natal,,N,Provoked
850,2011,AUSTRALIA,Western Australia,Afternoon,Y,Unprovoked
851,2011,USA,Oregon,,N,Unprovoked
852,2011,AUSTRALIA,Victoria,Afternoon,N,Unprovoked
853,2011,USA,Florida,,N,Unprovoked
854,2011,USA,Oregon,,N,Unprovoked
855,2011,AUSTRALIA,Western Australia,Morning,Y,Unprovoked
856,2011,REUNION,,Morning,N,
857,2011,USA,Florida,Afternoon,N,Unprovoked
858,2011,USA,Alabama,,N,Unprovoked
859,2011,USA,Puerto Rico,Morning,Unknown,
860,2011,DOMINICAN REPUBLIC,Saman� Province,,N,Provoked
861,2011,SOUTH AFRICA,Western Cape Province,Afternoon,N,Unprovoked
862,2011,USA,Florida,Afternoon,N,Unprovoked
863,2011,USA,South Carolina,Morning,N,Unprovoked
864,2011,USA,Hawaii,Afternoon,N,
865,2011,REUNION,Saint-Gilles,Afternoon,Y,Unprovoked
866,2011,KENYA,Coast Province,,Y,Unprovoked
867,2011,USA,Florida,Morning,N,Unprovoked
868,2011,USA,California,Afternoon,N,Unprovoked
869,2011,PAPUA NEW GUINEA,Central Province,Afternoon,N,Unprovoked
870,2011,USA,Hawaii,Afternoon,N,Unprovoked
871,2011,AUSTRALIA,Western Australia,Afternoon,Y,Unprovoked
872,2011,USA,Florida,Morning,N,Unprovoked
873,2011,USA,Florida,Morning,N,Unprovoked
874,2011,AUSTRALIA,Queensland,Evening,Unknown,
875,2011,USA,Texas,Evening,N,Unprovoked
876,2011,RUSSIA,Primorsky Krai,Morning,N,Unprovoked
877,2011,USA,North Carolina,,N,Unprovoked
878,2011,USA,North Carolina,Afternoon,N,Unprovoked
879,2011,SOUTH AFRICA,Western Cape Province,Morning,Y,Unprovoked
880,2011,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",,N,Unprovoked
881,2011,USA,North Carolina,Afternoon,N,Unprovoked
882,2011,USA,North Carolina,Afternoon,Unknown,
883,2011,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Evening,N,Unprovoked
884,2011,FRENCH POLYNESIA,Society Islands,Afternoon,N,Unprovoked
885,2011,USA,Puerto Rico,Night,N,Unprovoked
886,2011,SEYCHELLES,Praslin,Afternoon,Y,Unprovoked
887,2011,USA,South Carolina,,N,
888,2011,USA,North Carolina,Afternoon,N,Unprovoked
889,2011,SEYCHELLES,Praslin,Afternoon,Y,Unprovoked
890,2011,BRAZIL,Pernambuco,,Unknown,
891,2011,PHILIPPINES,,,N,
892,2011,USA,New Jersey,Night,N,Unprovoked
893,2011,SOUTH AFRICA,Eastern Cape Province,Morning,N,Unprovoked
894,2011,USA,North Carolina,Afternoon,N,Unprovoked
895,2011,REUNION,Saint-Gilles,Afternoon,N,
896,2011,USA,Texas,Evening,N,Unprovoked
897,2011,BAHAMAS,Grand Bahama Island,Afternoon,N,Unprovoked
898,2011,USA,Texas,Afternoon,N,Unprovoked
899,2011,USA,Texas,,N,Unprovoked
900,2011,REUNION,Saint-Gilles,Afternoon,N,Unprovoked
901,2011,COLUMBIA,Sucre,Morning,N,Unprovoked
902,2011,TURKS & CAICOS,Middle Caicos,Afternoon,N,Unprovoked
903,2011,BRAZIL,Pernambuco,Morning,N,Unprovoked
904,2011,SOUTH AFRICA,KwaZulu-Natal,Afternoon,N,Unprovoked
905,2011,USA,North Carolina,Afternoon,N,Unprovoked
906,2011,USA,California,Afternoon,N,Unprovoked
907,2011,USA,Florida,Afternoon,N,Unprovoked
908,2011,TURKS & CAICOS,Caicos Bank,,N,Unprovoked
909,2011,COSTA RICA,Guanacaste,Afternoon,Y,Unprovoked
910,2011,REUNION,Saint-Gilles-les-Bains,Afternoon,Y,Unprovoked
911,2011,UNITED KINGDOM,Cornwall,,N,
912,2011,USA,Florida,Afternoon,N,Unprovoked
913,2011,COLUMBIA,San Andr�s archipelago,,N,Unprovoked
914,2011,USA,California,,N,Unprovoked
915,2011,USA,Florida,Afternoon,N,Unprovoked
916,2011,MALAYSIA,Kedah,,N,Unprovoked
917,2011,USA,Texas,Afternoon,N,Unprovoked
918,2011,SOUTH AFRICA,Western Cape Province,,N,Unprovoked
919,2011,USA,Hawaii,Afternoon,N,Unprovoked
920,2011,USA,Hawaii,Afternoon,N,Unprovoked
921,2011,SOUTH AFRICA,KwaZulu-Natal,,Y,Unprovoked
922,2011,USA,Florida,Afternoon,N,Unprovoked
923,2011,NEW CALEDONIA,North Province,Morning,Y,Unprovoked
924,2011,USA,Florida,Morning,N,Unprovoked
925,2011,USA,Florida,,N,Provoked
926,2011,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,,Unknown,
927,2011,SOUTH AFRICA,KwaZulu-Natal,,N,Unprovoked
928,2011,USA,Florida,,N,Unprovoked
929,2011,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
930,2011,USA,Florida,Afternoon,N,Unprovoked
931,2011,NEW ZEALAND,South Island,Afternoon,N,Unprovoked
932,2011,INDONESIA,Bali,Morning,N,Unprovoked
933,2011,FIJI,Vitu Levu,Afternoon,N,Unprovoked
934,2011,USA,Texas,,N,Provoked
935,2011,MEXICO,Quintana Roo,,N,Unprovoked
936,2011,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
937,2011,MEXICO,Quintana Roo,,N,Unprovoked
938,2011,FIJI,,Afternoon,N,Unprovoked
939,2011,AUSTRALIA,New South Wales,Afternoon,N,Unprovoked
940,2011,EGYPT,South Sinai Peninsula,,Unknown,
941,2011,AUSTRALIA,New South Wales,,N,Unprovoked
942,2011,AUSTRALIA,Queensland,Morning,N,Provoked
943,2011,NEW CALEDONIA, Loyalty Islands,,N,Unprovoked
944,2011,REUNION,Saint Gilles ,Evening,N,Unprovoked
945,2011,AUSTRALIA,South Australia,Evening,Y,Unprovoked
946,2011,AUSTRALIA,Queensland,Morning,N,Provoked
947,2011,AUSTRALIA,Western Australia,Afternoon,N,Unprovoked
948,2011,MEXICO,Colima,,N,Provoked
949,2011,SOUTH AFRICA,Eastern Cape Province,,N,Unprovoked
950,2011,MEXICO,Quintana Roo,Afternoon,N,Unprovoked
951,2011,MEXICO,Colima,,N,Provoked
952,2011,BAHAMAS,West End,Afternoon,N,Unprovoked
953,2011,AUSTRALIA,New South Wales,Afternoon,Unknown,
954,2011,SOUTH AFRICA,Eastern Cape Province,Afternoon,Y,Unprovoked
955,2011,MEXICO,Quintana Roo,,N,Unprovoked
956,2011,AUSTRALIA,Western Australia,Afternoon,N,
957,2010,USA,Hawaii,Afternoon,N,Unprovoked
958,2010,FIJI,Vitu Levu,,N,Unprovoked
959,2010,USA,Hawaii,Afternoon,N,Unprovoked
960,2010,EGYPT,South Sinai Peninsula,Afternoon,Y,Unprovoked
961,2010,INDONESIA,Bali,,N,Unprovoked
962,2010,EGYPT,South Sinai Peninsula,Morning,N,Unprovoked
963,2010,EGYPT,South Sinai Peninsula,Morning,N,Unprovoked
964,2010,EGYPT,South Sinai Peninsula,Afternoon,N,Unprovoked
965,2010,EGYPT,South Sinai Peninsula,Afternoon,N,Unprovoked
966,2010,SAMOA,,Morning,N,Unprovoked
967,2010,AUSTRALIA,Western Australia,,Unknown,
968,2010,USA,Palmyra Atoll,Afternoon,N,Provoked
